user_id,variant,city,age_group,acquisition,app_open,kyc_started,kyc_completed,first_transaction,repeat_use,kyc_drop_reason
c001250,control,Bengaluru,18-24,referral,1,1,1,1,0,
c001251,control,Pune,41+,email,1,1,1,1,0,
c001252,control,Kolkata,31-40,organic,1,0,0,0,0,
c001253,control,Delhi,18-24,referral,1,1,1,1,1,
c001254,control,Hyderabad,31-40,paid_social,1,1,0,0,0,user_abandoned
c001255,control,Bengaluru,25-30,organic,1,1,0,0,0,user_abandoned
c001256,control,Bengaluru,31-40,influencer,1,0,0,0,0,
c001257,control,Mumbai,41+,referral,1,1,1,1,0,
c001258,control,Delhi,18-24,organic,1,1,1,1,1,
c001259,control,Bengaluru,25-30,referral,1,1,1,0,0,
c001260,control,Hyderabad,18-24,referral,1,0,0,0,0,
c001261,control,Mumbai,18-24,influencer,1,1,1,1,1,
c001262,control,Hyderabad,18-24,referral,1,1,1,0,0,
c001263,control,Pune,31-40,organic,1,1,1,1,0,
c001264,control,Bengaluru,25-30,referral,1,1,1,1,1,
c001265,control,Pune,18-24,email,1,0,0,0,0,
c001266,control,Mumbai,31-40,organic,1,0,0,0,0,
c001267,control,Delhi,18-24,referral,1,1,0,0,0,doc_upload_failed
c001268,control,Hyderabad,25-30,email,1,1,1,1,0,
c001269,control,Bengaluru,18-24,organic,1,0,0,0,0,
c001270,control,Bengaluru,25-30,organic,1,0,0,0,0,
c001271,control,Kolkata,25-30,referral,1,1,1,1,0,
c001272,control,Delhi,41+,referral,1,1,1,1,1,
c001273,control,Delhi,25-30,paid_social,1,0,0,0,0,
c001274,control,Mumbai,18-24,referral,1,1,1,1,0,
c001275,control,Kolkata,18-24,influencer,1,1,1,1,0,
c001276,control,Delhi,25-30,referral,1,1,1,0,0,
c001277,control,Hyderabad,25-30,organic,1,1,1,1,1,
c001278,control,Mumbai,25-30,organic,1,1,1,0,0,
c001279,control,Delhi,31-40,referral,1,1,0,0,0,doc_upload_failed
c001280,control,Delhi,25-30,organic,1,0,0,0,0,
c001281,control,Delhi,18-24,organic,1,1,0,0,0,selfie_mismatch
c001282,control,Mumbai,18-24,paid_social,1,1,1,1,1,
c001283,control,Hyderabad,41+,organic,1,1,1,1,1,
c001284,control,Chennai,25-30,referral,1,1,1,1,0,
c001285,control,Bengaluru,31-40,referral,1,1,1,1,1,
c001286,control,Mumbai,31-40,paid_social,1,1,1,1,1,
c001287,control,Bengaluru,31-40,organic,1,1,1,1,0,
c001288,control,Bengaluru,18-24,paid_social,1,1,0,0,0,selfie_mismatch
c001289,control,Mumbai,31-40,organic,1,1,1,1,0,
c001290,control,Pune,41+,paid_social,1,1,1,1,1,
c001291,control,Mumbai,41+,referral,1,1,1,1,0,
c001292,control,Hyderabad,18-24,influencer,1,1,0,0,0,session_timeout
c001293,control,Mumbai,25-30,paid_social,1,1,0,0,0,session_timeout
c001294,control,Mumbai,18-24,referral,1,1,1,1,1,
c001295,control,Kolkata,25-30,influencer,1,1,1,1,1,
c001296,control,Pune,18-24,organic,1,0,0,0,0,
c001297,control,Bengaluru,31-40,referral,1,0,0,0,0,
c001298,control,Bengaluru,18-24,paid_social,1,0,0,0,0,
c001299,control,Mumbai,18-24,paid_social,1,0,0,0,0,
c001300,control,Chennai,41+,organic,1,1,1,1,1,
c001301,control,Mumbai,31-40,organic,1,1,1,1,0,
c001302,control,Mumbai,25-30,paid_social,1,1,0,0,0,doc_upload_failed
c001303,control,Bengaluru,18-24,organic,1,1,0,0,0,selfie_mismatch
c001304,control,Chennai,25-30,referral,1,1,1,1,0,
c001305,control,Kolkata,18-24,organic,1,0,0,0,0,
c001306,control,Mumbai,31-40,paid_social,1,0,0,0,0,
c001307,control,Mumbai,31-40,referral,1,1,1,1,1,
c001308,control,Delhi,31-40,paid_social,1,1,1,1,1,
c001309,control,Pune,41+,organic,1,0,0,0,0,
c001310,control,Bengaluru,25-30,referral,1,1,0,0,0,doc_upload_failed
c001311,control,Bengaluru,25-30,paid_social,1,0,0,0,0,
c001312,control,Hyderabad,31-40,referral,1,1,1,1,0,
c001313,control,Mumbai,31-40,referral,1,1,1,1,0,
c001314,control,Pune,18-24,email,1,1,1,0,0,
c001315,control,Mumbai,31-40,organic,1,1,0,0,0,session_timeout
c001316,control,Hyderabad,18-24,paid_social,1,1,1,1,1,
c001317,control,Pune,25-30,organic,1,1,1,1,0,
c001318,control,Delhi,31-40,paid_social,1,1,0,0,0,session_timeout
c001319,control,Hyderabad,31-40,referral,1,0,0,0,0,
c001320,control,Chennai,25-30,paid_social,1,1,0,0,0,selfie_mismatch
c001321,control,Bengaluru,18-24,paid_social,1,1,1,1,1,
c001322,control,Delhi,18-24,organic,1,1,1,1,1,
c001323,control,Delhi,18-24,organic,1,1,0,0,0,selfie_mismatch
c001324,control,Chennai,31-40,paid_social,1,1,0,0,0,doc_upload_failed
c001325,control,Hyderabad,31-40,referral,1,1,1,1,0,
c001326,control,Pune,18-24,influencer,1,1,0,0,0,session_timeout
c001327,control,Delhi,25-30,paid_social,1,0,0,0,0,
c001328,control,Bengaluru,18-24,email,1,1,1,1,1,
c001329,control,Chennai,31-40,referral,1,1,0,0,0,doc_upload_failed
c001330,control,Pune,18-24,paid_social,1,0,0,0,0,
c001331,control,Hyderabad,25-30,paid_social,1,1,1,0,0,
c001332,control,Chennai,25-30,referral,1,1,1,1,0,
c001333,control,Delhi,31-40,organic,1,1,1,1,1,
c001334,control,Kolkata,18-24,email,1,1,0,0,0,selfie_mismatch
c001335,control,Pune,18-24,paid_social,1,0,0,0,0,
c001336,control,Bengaluru,18-24,referral,1,0,0,0,0,
c001337,control,Delhi,25-30,organic,1,1,0,0,0,doc_upload_failed
c001338,control,Hyderabad,41+,organic,1,1,1,1,1,
c001339,control,Chennai,18-24,referral,1,1,1,1,1,
c001340,control,Hyderabad,18-24,paid_social,1,1,1,1,0,
c001341,control,Mumbai,31-40,influencer,1,1,1,1,1,
c001342,control,Hyderabad,31-40,paid_social,1,1,1,1,0,
c001343,control,Delhi,31-40,organic,1,1,1,1,1,
c001344,control,Chennai,31-40,referral,1,1,1,0,0,
c001345,control,Bengaluru,41+,referral,1,1,0,0,0,doc_upload_failed
c001346,control,Delhi,25-30,organic,1,1,0,0,0,selfie_mismatch
c001347,control,Bengaluru,41+,organic,1,1,1,1,1,
c001348,control,Kolkata,18-24,organic,1,1,0,0,0,user_abandoned
c001349,control,Mumbai,18-24,organic,1,1,1,1,1,
c001350,control,Delhi,18-24,email,1,0,0,0,0,
c001351,control,Delhi,25-30,referral,1,1,0,0,0,session_timeout
c001352,control,Pune,41+,referral,1,1,1,1,1,
c001353,control,Bengaluru,31-40,organic,1,1,1,1,1,
c001354,control,Pune,25-30,referral,1,1,1,1,0,
c001355,control,Chennai,25-30,organic,1,1,1,1,0,
c001356,control,Mumbai,25-30,referral,1,1,1,1,1,
c001357,control,Bengaluru,18-24,organic,1,1,1,0,0,
c001358,control,Bengaluru,18-24,referral,1,1,0,0,0,doc_upload_failed
c001359,control,Kolkata,31-40,referral,1,1,0,0,0,session_timeout
c001360,control,Hyderabad,18-24,organic,1,1,1,0,0,
c001361,control,Bengaluru,31-40,organic,1,1,1,1,1,
c001362,control,Delhi,31-40,referral,1,1,0,0,0,selfie_mismatch
c001363,control,Delhi,18-24,influencer,1,1,1,1,0,
c001364,control,Bengaluru,41+,organic,1,0,0,0,0,
c001365,control,Mumbai,25-30,influencer,1,1,1,1,1,
c001366,control,Mumbai,31-40,organic,1,1,1,1,0,
c001367,control,Bengaluru,18-24,email,1,1,0,0,0,user_abandoned
c001368,control,Chennai,18-24,influencer,1,0,0,0,0,
c001369,control,Delhi,18-24,organic,1,1,1,1,1,
c001370,control,Delhi,25-30,paid_social,1,0,0,0,0,
c001371,control,Bengaluru,25-30,organic,1,1,0,0,0,user_abandoned
c001372,control,Mumbai,41+,organic,1,1,1,0,0,
c001373,control,Delhi,31-40,influencer,1,1,1,0,0,
c001374,control,Mumbai,18-24,referral,1,1,1,1,1,
c001375,control,Delhi,31-40,email,1,1,1,0,0,
c001376,control,Delhi,18-24,email,1,0,0,0,0,
c001377,control,Chennai,31-40,organic,1,1,0,0,0,doc_upload_failed
c001378,control,Delhi,31-40,influencer,1,1,0,0,0,user_abandoned
c001379,control,Hyderabad,18-24,organic,1,1,1,1,1,
c001380,control,Delhi,41+,organic,1,0,0,0,0,
c001381,control,Hyderabad,18-24,email,1,1,1,1,1,
c001382,control,Hyderabad,18-24,influencer,1,1,0,0,0,doc_upload_failed
c001383,control,Hyderabad,31-40,referral,1,1,1,0,0,
c001384,control,Delhi,31-40,influencer,1,1,1,1,0,
c001385,control,Mumbai,25-30,influencer,1,1,0,0,0,doc_upload_failed
c001386,control,Bengaluru,31-40,organic,1,1,0,0,0,session_timeout
c001387,control,Kolkata,41+,organic,1,1,0,0,0,session_timeout
c001388,control,Bengaluru,31-40,organic,1,0,0,0,0,
c001389,control,Bengaluru,18-24,organic,1,0,0,0,0,
c001390,control,Hyderabad,31-40,referral,1,1,1,1,1,
c001391,control,Hyderabad,18-24,email,1,1,0,0,0,doc_upload_failed
c001392,control,Delhi,18-24,referral,1,1,1,1,0,
c001393,control,Hyderabad,31-40,organic,1,1,1,1,1,
c001394,control,Mumbai,18-24,organic,1,1,0,0,0,selfie_mismatch
c001395,control,Kolkata,31-40,organic,1,0,0,0,0,
c001396,control,Pune,25-30,paid_social,1,0,0,0,0,
c001397,control,Delhi,41+,organic,1,1,1,1,0,
c001398,control,Kolkata,25-30,organic,1,0,0,0,0,
c001399,control,Hyderabad,18-24,referral,1,0,0,0,0,
c001400,control,Chennai,25-30,referral,1,0,0,0,0,
c001401,control,Hyderabad,25-30,organic,1,0,0,0,0,
c001402,control,Mumbai,18-24,referral,1,1,0,0,0,doc_upload_failed
c001403,control,Hyderabad,18-24,organic,1,1,0,0,0,user_abandoned
c001404,control,Mumbai,31-40,paid_social,1,0,0,0,0,
c001405,control,Mumbai,31-40,organic,1,1,0,0,0,session_timeout
c001406,control,Mumbai,18-24,paid_social,1,1,1,0,0,
c001407,control,Bengaluru,18-24,email,1,1,1,1,0,
c001408,control,Bengaluru,41+,influencer,1,1,0,0,0,session_timeout
c001409,control,Mumbai,31-40,email,1,1,1,1,1,
c001410,control,Mumbai,18-24,paid_social,1,1,1,1,0,
c001411,control,Delhi,18-24,paid_social,1,1,1,1,1,
c001412,control,Bengaluru,18-24,organic,1,1,0,0,0,doc_upload_failed
c001413,control,Bengaluru,18-24,email,1,1,1,0,0,
c001414,control,Mumbai,18-24,organic,1,1,1,1,1,
c001415,control,Delhi,18-24,organic,1,1,0,0,0,session_timeout
c001416,control,Hyderabad,18-24,organic,1,1,1,1,1,
c001417,control,Chennai,18-24,paid_social,1,1,1,1,1,
c001418,control,Mumbai,31-40,influencer,1,1,1,0,0,
c001419,control,Mumbai,25-30,referral,1,1,1,1,1,
c001420,control,Delhi,31-40,paid_social,1,1,1,1,0,
c001421,control,Hyderabad,18-24,paid_social,1,1,1,1,1,
c001422,control,Hyderabad,18-24,paid_social,1,0,0,0,0,
c001423,control,Chennai,41+,email,1,1,1,1,0,
c001424,control,Mumbai,41+,paid_social,1,0,0,0,0,
c001425,control,Bengaluru,18-24,influencer,1,1,0,0,0,doc_upload_failed
c001426,control,Hyderabad,25-30,paid_social,1,1,1,1,1,
c001427,control,Delhi,25-30,paid_social,1,1,1,1,1,
c001428,control,Mumbai,41+,influencer,1,1,1,0,0,
c001429,control,Delhi,18-24,organic,1,1,0,0,0,selfie_mismatch
c001430,control,Bengaluru,18-24,influencer,1,0,0,0,0,
c001431,control,Hyderabad,25-30,organic,1,0,0,0,0,
c001432,control,Chennai,18-24,paid_social,1,1,1,1,1,
c001433,control,Mumbai,25-30,referral,1,1,1,1,0,
c001434,control,Mumbai,18-24,influencer,1,0,0,0,0,
c001435,control,Pune,25-30,organic,1,1,1,1,1,
c001436,control,Chennai,18-24,email,1,0,0,0,0,
c001437,control,Delhi,31-40,paid_social,1,0,0,0,0,
c001438,control,Delhi,31-40,referral,1,0,0,0,0,
c001439,control,Delhi,25-30,influencer,1,0,0,0,0,
c001440,control,Delhi,18-24,referral,1,0,0,0,0,
c001441,control,Chennai,31-40,organic,1,1,0,0,0,user_abandoned
c001442,control,Bengaluru,31-40,referral,1,1,1,1,1,
c001443,control,Bengaluru,18-24,influencer,1,1,1,1,1,
c001444,control,Chennai,25-30,influencer,1,1,1,1,1,
c001445,control,Mumbai,31-40,paid_social,1,1,1,1,1,
c001446,control,Delhi,25-30,organic,1,1,0,0,0,doc_upload_failed
c001447,control,Delhi,41+,referral,1,1,1,1,1,
c001448,control,Kolkata,31-40,influencer,1,1,1,1,0,
c001449,control,Kolkata,25-30,email,1,1,1,1,1,
c001450,control,Bengaluru,18-24,referral,1,1,1,0,0,
c001451,control,Mumbai,25-30,organic,1,1,0,0,0,selfie_mismatch
c001452,control,Chennai,18-24,paid_social,1,1,1,1,1,
c001453,control,Mumbai,18-24,email,1,1,1,1,0,
c001454,control,Bengaluru,31-40,email,1,1,1,1,0,
c001455,control,Mumbai,18-24,organic,1,1,1,1,0,
c001456,control,Delhi,31-40,organic,1,0,0,0,0,
c001457,control,Hyderabad,18-24,paid_social,1,1,0,0,0,doc_upload_failed
c001458,control,Hyderabad,25-30,email,1,1,0,0,0,user_abandoned
c001459,control,Mumbai,31-40,email,1,1,1,1,1,
c001460,control,Bengaluru,18-24,organic,1,1,1,0,0,
c001461,control,Hyderabad,18-24,paid_social,1,1,0,0,0,doc_upload_failed
c001462,control,Mumbai,41+,email,1,0,0,0,0,
c001463,control,Chennai,18-24,referral,1,1,1,1,1,
c001464,control,Delhi,41+,organic,1,0,0,0,0,
c001465,control,Kolkata,25-30,organic,1,1,1,1,1,
c001466,control,Kolkata,18-24,paid_social,1,1,1,0,0,
c001467,control,Mumbai,18-24,paid_social,1,1,0,0,0,session_timeout
c001468,control,Mumbai,41+,email,1,1,0,0,0,session_timeout
c001469,control,Delhi,18-24,referral,1,1,1,1,0,
c001470,control,Hyderabad,25-30,email,1,1,1,1,1,
c001471,control,Mumbai,18-24,influencer,1,1,0,0,0,selfie_mismatch
c001472,control,Hyderabad,31-40,paid_social,1,1,1,1,1,
c001473,control,Mumbai,18-24,email,1,1,0,0,0,session_timeout
c001474,control,Mumbai,31-40,organic,1,1,0,0,0,user_abandoned
c001475,control,Bengaluru,31-40,paid_social,1,0,0,0,0,
c001476,control,Delhi,25-30,email,1,0,0,0,0,
c001477,control,Delhi,18-24,referral,1,1,1,1,0,
c001478,control,Bengaluru,31-40,organic,1,1,1,1,0,
c001479,control,Pune,18-24,referral,1,1,0,0,0,selfie_mismatch
c001480,control,Delhi,31-40,influencer,1,1,1,0,0,
c001481,control,Chennai,25-30,referral,1,1,1,1,1,
c001482,control,Hyderabad,31-40,organic,1,1,1,1,1,
c001483,control,Hyderabad,31-40,referral,1,0,0,0,0,
c001484,control,Kolkata,18-24,organic,1,0,0,0,0,
c001485,control,Kolkata,18-24,organic,1,1,0,0,0,doc_upload_failed
c001486,control,Delhi,31-40,organic,1,1,1,0,0,
c001487,control,Mumbai,31-40,paid_social,1,1,1,1,1,
c001488,control,Chennai,31-40,referral,1,1,1,1,1,
c001489,control,Mumbai,18-24,referral,1,1,1,1,0,
c001490,control,Bengaluru,18-24,referral,1,1,1,1,1,
c001491,control,Delhi,18-24,organic,1,0,0,0,0,
c001492,control,Delhi,25-30,organic,1,1,1,1,0,
c001493,control,Bengaluru,18-24,influencer,1,0,0,0,0,
c001494,control,Bengaluru,25-30,organic,1,1,1,1,0,
c001495,control,Delhi,18-24,organic,1,0,0,0,0,
c001496,control,Bengaluru,25-30,referral,1,1,1,1,1,
c001497,control,Bengaluru,25-30,paid_social,1,1,1,1,0,
c001498,control,Kolkata,25-30,referral,1,1,0,0,0,user_abandoned
c001499,control,Mumbai,18-24,organic,1,1,0,0,0,session_timeout
c001500,control,Bengaluru,31-40,influencer,1,1,0,0,0,session_timeout
c001501,control,Pune,31-40,referral,1,1,0,0,0,session_timeout
c001502,control,Mumbai,31-40,organic,1,1,0,0,0,selfie_mismatch
c001503,control,Mumbai,18-24,referral,1,1,1,1,1,
c001504,control,Delhi,25-30,email,1,1,1,1,0,
c001505,control,Delhi,25-30,referral,1,1,1,1,1,
c001506,control,Bengaluru,18-24,organic,1,1,1,1,1,
c001507,control,Kolkata,31-40,organic,1,1,1,1,1,
c001508,control,Hyderabad,25-30,influencer,1,1,0,0,0,selfie_mismatch
c001509,control,Bengaluru,25-30,organic,1,1,1,1,1,
c001510,control,Kolkata,18-24,email,1,1,0,0,0,session_timeout
c001511,control,Bengaluru,31-40,referral,1,1,1,1,1,
c001512,control,Chennai,18-24,paid_social,1,0,0,0,0,
c001513,control,Bengaluru,18-24,paid_social,1,1,1,1,1,
c001514,control,Bengaluru,25-30,influencer,1,1,1,0,0,
c001515,control,Hyderabad,31-40,referral,1,0,0,0,0,
c001516,control,Bengaluru,18-24,organic,1,1,0,0,0,session_timeout
c001517,control,Hyderabad,31-40,paid_social,1,1,1,1,1,
c001518,control,Kolkata,18-24,organic,1,0,0,0,0,
c001519,control,Mumbai,31-40,referral,1,1,1,1,1,
c001520,control,Hyderabad,25-30,email,1,1,1,1,0,
c001521,control,Bengaluru,25-30,influencer,1,1,0,0,0,doc_upload_failed
c001522,control,Chennai,41+,paid_social,1,1,1,0,0,
c001523,control,Delhi,18-24,paid_social,1,1,1,1,1,
c001524,control,Delhi,25-30,referral,1,0,0,0,0,
c001525,control,Pune,25-30,organic,1,1,1,1,0,
c001526,control,Mumbai,41+,organic,1,1,1,0,0,
c001527,control,Bengaluru,18-24,referral,1,1,1,1,1,
c001528,control,Bengaluru,18-24,influencer,1,1,0,0,0,selfie_mismatch
c001529,control,Mumbai,18-24,organic,1,0,0,0,0,
c001530,control,Kolkata,25-30,organic,1,1,1,1,1,
c001531,control,Kolkata,25-30,email,1,0,0,0,0,
c001532,control,Chennai,25-30,paid_social,1,1,0,0,0,selfie_mismatch
c001533,control,Kolkata,31-40,influencer,1,0,0,0,0,
c001534,control,Bengaluru,18-24,referral,1,1,0,0,0,session_timeout
c001535,control,Delhi,25-30,organic,1,1,0,0,0,doc_upload_failed
c001536,control,Delhi,25-30,organic,1,1,0,0,0,session_timeout
c001537,control,Mumbai,18-24,paid_social,1,1,0,0,0,doc_upload_failed
c001538,control,Pune,25-30,referral,1,1,1,0,0,
c001539,control,Pune,18-24,influencer,1,0,0,0,0,
c001540,control,Pune,18-24,paid_social,1,1,0,0,0,doc_upload_failed
c001541,control,Delhi,18-24,referral,1,1,0,0,0,selfie_mismatch
c001542,control,Pune,18-24,referral,1,1,1,1,0,
c001543,control,Delhi,31-40,paid_social,1,1,1,1,1,
c001544,control,Bengaluru,25-30,paid_social,1,1,0,0,0,selfie_mismatch
c001545,control,Mumbai,31-40,paid_social,1,1,1,1,0,
c001546,control,Mumbai,41+,influencer,1,1,1,1,1,
c001547,control,Delhi,18-24,referral,1,1,0,0,0,doc_upload_failed
c001548,control,Pune,41+,referral,1,0,0,0,0,
c001549,control,Delhi,25-30,referral,1,1,1,1,0,
c001550,control,Mumbai,25-30,organic,1,1,1,1,1,
c001551,control,Chennai,18-24,paid_social,1,1,0,0,0,session_timeout
c001552,control,Mumbai,25-30,referral,1,1,1,0,0,
c001553,control,Delhi,18-24,paid_social,1,1,0,0,0,session_timeout
c001554,control,Hyderabad,18-24,influencer,1,0,0,0,0,
c001555,control,Bengaluru,18-24,referral,1,0,0,0,0,
c001556,control,Mumbai,25-30,organic,1,1,1,0,0,
c001557,control,Delhi,31-40,referral,1,1,1,1,0,
c001558,control,Pune,18-24,organic,1,1,0,0,0,user_abandoned
c001559,control,Chennai,25-30,referral,1,1,1,1,1,
c001560,control,Bengaluru,31-40,influencer,1,1,1,1,0,
c001561,control,Chennai,31-40,paid_social,1,1,1,1,1,
c001562,control,Chennai,18-24,organic,1,1,0,0,0,doc_upload_failed
c001563,control,Hyderabad,25-30,organic,1,1,0,0,0,session_timeout
c001564,control,Pune,18-24,organic,1,0,0,0,0,
c001565,control,Mumbai,25-30,influencer,1,1,0,0,0,doc_upload_failed
c001566,control,Mumbai,18-24,influencer,1,1,0,0,0,user_abandoned
c001567,control,Delhi,25-30,referral,1,1,1,1,0,
c001568,control,Pune,31-40,influencer,1,1,0,0,0,user_abandoned
c001569,control,Mumbai,41+,referral,1,1,0,0,0,user_abandoned
c001570,control,Mumbai,31-40,referral,1,1,0,0,0,selfie_mismatch
c001571,control,Hyderabad,18-24,referral,1,1,1,1,0,
c001572,control,Delhi,31-40,referral,1,1,1,1,1,
c001573,control,Delhi,25-30,organic,1,1,1,1,0,
c001574,control,Hyderabad,31-40,referral,1,0,0,0,0,
c001575,control,Hyderabad,31-40,referral,1,0,0,0,0,
c001576,control,Chennai,31-40,organic,1,1,1,1,0,
c001577,control,Bengaluru,18-24,organic,1,1,1,1,1,
c001578,control,Bengaluru,25-30,referral,1,1,0,0,0,selfie_mismatch
c001579,control,Hyderabad,31-40,organic,1,0,0,0,0,
c001580,control,Chennai,41+,organic,1,0,0,0,0,
c001581,control,Chennai,31-40,organic,1,0,0,0,0,
c001582,control,Kolkata,31-40,paid_social,1,0,0,0,0,
c001583,control,Delhi,25-30,referral,1,0,0,0,0,
c001584,control,Bengaluru,25-30,paid_social,1,0,0,0,0,
c001585,control,Delhi,41+,email,1,1,1,1,1,
c001586,control,Delhi,41+,influencer,1,1,1,1,1,
c001587,control,Mumbai,31-40,email,1,1,0,0,0,session_timeout
c001588,control,Chennai,25-30,organic,1,0,0,0,0,
c001589,control,Delhi,31-40,referral,1,1,1,1,0,
c001590,control,Mumbai,31-40,paid_social,1,1,1,0,0,
c001591,control,Delhi,25-30,organic,1,1,1,1,1,
c001592,control,Mumbai,31-40,referral,1,1,1,1,1,
c001593,control,Delhi,25-30,paid_social,1,1,0,0,0,doc_upload_failed
c001594,control,Mumbai,18-24,organic,1,1,1,1,0,
c001595,control,Mumbai,31-40,referral,1,1,1,1,1,
c001596,control,Mumbai,41+,paid_social,1,1,0,0,0,selfie_mismatch
c001597,control,Hyderabad,31-40,referral,1,1,1,1,1,
c001598,control,Delhi,41+,email,1,0,0,0,0,
c001599,control,Chennai,41+,organic,1,1,1,0,0,
c001600,control,Delhi,31-40,organic,1,1,0,0,0,doc_upload_failed
c001601,control,Mumbai,18-24,referral,1,1,1,1,1,
c001602,control,Chennai,25-30,paid_social,1,0,0,0,0,
c001603,control,Bengaluru,31-40,paid_social,1,1,1,0,0,
c001604,control,Chennai,18-24,referral,1,0,0,0,0,
c001605,control,Hyderabad,31-40,referral,1,1,1,1,0,
c001606,control,Kolkata,18-24,referral,1,1,1,1,0,
c001607,control,Bengaluru,41+,influencer,1,0,0,0,0,
c001608,control,Hyderabad,31-40,organic,1,1,0,0,0,doc_upload_failed
c001609,control,Bengaluru,31-40,influencer,1,1,0,0,0,selfie_mismatch
c001610,control,Delhi,31-40,referral,1,1,1,1,1,
c001611,control,Chennai,31-40,paid_social,1,0,0,0,0,
c001612,control,Bengaluru,18-24,influencer,1,1,1,1,1,
c001613,control,Pune,18-24,organic,1,1,1,1,1,
c001614,control,Pune,41+,organic,1,1,1,0,0,
c001615,control,Kolkata,18-24,paid_social,1,1,1,1,1,
c001616,control,Delhi,18-24,paid_social,1,1,1,1,1,
c001617,control,Mumbai,18-24,referral,1,1,1,1,0,
c001618,control,Chennai,18-24,referral,1,1,1,1,1,
c001619,control,Delhi,41+,referral,1,1,1,0,0,
c001620,control,Chennai,18-24,influencer,1,1,0,0,0,user_abandoned
c001621,control,Bengaluru,31-40,organic,1,1,1,1,1,
c001622,control,Bengaluru,31-40,organic,1,1,1,1,1,
c001623,control,Bengaluru,41+,paid_social,1,1,1,1,0,
c001624,control,Bengaluru,18-24,influencer,1,1,1,0,0,
c001625,control,Hyderabad,18-24,paid_social,1,1,0,0,0,session_timeout
c001626,control,Chennai,41+,email,1,0,0,0,0,
c001627,control,Delhi,25-30,referral,1,1,0,0,0,doc_upload_failed
c001628,control,Pune,31-40,email,1,0,0,0,0,
c001629,control,Mumbai,18-24,organic,1,1,1,1,0,
c001630,control,Hyderabad,18-24,organic,1,1,1,1,1,
c001631,control,Mumbai,18-24,paid_social,1,1,1,1,0,
c001632,control,Bengaluru,25-30,paid_social,1,1,0,0,0,session_timeout
c001633,control,Delhi,18-24,paid_social,1,1,1,1,1,
c001634,control,Bengaluru,31-40,paid_social,1,1,1,1,1,
c001635,control,Mumbai,18-24,paid_social,1,0,0,0,0,
c001636,control,Hyderabad,18-24,referral,1,0,0,0,0,
c001637,control,Bengaluru,41+,email,1,1,0,0,0,session_timeout
c001638,control,Pune,25-30,referral,1,1,0,0,0,doc_upload_failed
c001639,control,Delhi,18-24,referral,1,1,1,1,1,
c001640,control,Bengaluru,18-24,referral,1,0,0,0,0,
c001641,control,Bengaluru,41+,paid_social,1,1,0,0,0,user_abandoned
c001642,control,Bengaluru,25-30,paid_social,1,1,0,0,0,doc_upload_failed
c001643,control,Hyderabad,25-30,referral,1,1,1,0,0,
c001644,control,Delhi,31-40,referral,1,1,1,1,1,
c001645,control,Mumbai,31-40,paid_social,1,1,1,1,1,
c001646,control,Bengaluru,18-24,email,1,0,0,0,0,
c001647,control,Bengaluru,25-30,referral,1,0,0,0,0,
c001648,control,Delhi,18-24,paid_social,1,1,1,1,1,
c001649,control,Mumbai,18-24,referral,1,1,0,0,0,doc_upload_failed
c001650,control,Bengaluru,31-40,influencer,1,0,0,0,0,
c001651,control,Delhi,18-24,paid_social,1,1,1,0,0,
c001652,control,Bengaluru,41+,influencer,1,1,0,0,0,selfie_mismatch
c001653,control,Bengaluru,25-30,organic,1,1,0,0,0,session_timeout
c001654,control,Mumbai,25-30,influencer,1,1,1,1,0,
c001655,control,Bengaluru,31-40,organic,1,1,0,0,0,doc_upload_failed
c001656,control,Delhi,18-24,referral,1,1,1,1,1,
c001657,control,Hyderabad,31-40,referral,1,1,1,1,1,
c001658,control,Mumbai,18-24,referral,1,1,0,0,0,doc_upload_failed
c001659,control,Hyderabad,31-40,paid_social,1,1,1,1,1,
c001660,control,Chennai,18-24,organic,1,1,0,0,0,session_timeout
c001661,control,Hyderabad,25-30,organic,1,1,1,0,0,
c001662,control,Bengaluru,25-30,referral,1,1,1,1,0,
c001663,control,Delhi,25-30,organic,1,1,1,1,0,
c001664,control,Delhi,25-30,influencer,1,1,1,1,0,
c001665,control,Delhi,31-40,influencer,1,1,0,0,0,user_abandoned
c001666,control,Mumbai,18-24,organic,1,1,1,1,1,
c001667,control,Pune,18-24,organic,1,1,1,1,1,
c001668,control,Bengaluru,31-40,influencer,1,1,0,0,0,selfie_mismatch
c001669,control,Bengaluru,41+,influencer,1,1,1,1,1,
c001670,control,Chennai,25-30,influencer,1,0,0,0,0,
c001671,control,Hyderabad,31-40,organic,1,1,0,0,0,doc_upload_failed
c001672,control,Bengaluru,31-40,paid_social,1,1,0,0,0,selfie_mismatch
c001673,control,Mumbai,18-24,email,1,1,1,1,0,
c001674,control,Mumbai,18-24,organic,1,0,0,0,0,
c001675,control,Bengaluru,25-30,email,1,1,0,0,0,user_abandoned
c001676,control,Pune,18-24,paid_social,1,0,0,0,0,
c001677,control,Kolkata,18-24,influencer,1,1,1,1,0,
c001678,control,Delhi,25-30,email,1,1,1,1,1,
c001679,control,Hyderabad,41+,referral,1,0,0,0,0,
c001680,control,Bengaluru,18-24,referral,1,1,1,1,1,
c001681,control,Mumbai,25-30,paid_social,1,0,0,0,0,
c001682,control,Hyderabad,25-30,email,1,0,0,0,0,
c001683,control,Bengaluru,18-24,paid_social,1,1,0,0,0,selfie_mismatch
c001684,control,Hyderabad,41+,referral,1,1,0,0,0,doc_upload_failed
